LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
MA: BOSTON,07/15/2008 13:11:00,,4916.00,648.00,275.00,270.00,398.00,275.00,27.00,32.00,APPROVED
MA: BOSTON,07/15/2008 16:11:00,,4733.00,632.00,269.00,265.00,397.00,283.00,25.00,33.00,APPROVED
MA: BOSTON,07/15/2008 17:11:00,,4696.00,633.00,270.00,263.00,391.00,280.00,25.00,32.00,APPROVED
MA: BOSTON,07/16/2008 16:16:00,,4635.00,625.00,267.00,264.00,393.00,282.00,25.00,32.00,APPROVED
MA: BOSTON,07/16/2008 18:16:00,,4576.00,620.00,270.00,265.00,387.00,281.00,26.00,34.00,APPROVED
MA: BOSTON,07/16/2008 20:17:00,,4699.00,635.00,264.00,263.00,392.00,288.00,24.00,33.00,APPROVED
MA: BOSTON,07/17/2008 00:18:00,,4810.00,631.00,274.00,264.00,395.00,283.00,25.00,33.00,APPROVED
MA: BOSTON,07/17/2008 04:18:00,,4838.00,625.00,269.00,266.00,394.00,277.00,25.00,30.00,APPROVED
MA: BOSTON,07/17/2008 05:19:00,,4842.00,626.00,271.00,263.00,393.00,271.00,26.00,30.00,APPROVED
MA: BOSTON,07/17/2008 06:19:00,,4870.00,636.00,275.00,263.00,393.00,272.00,25.00,31.00,APPROVED
MA: BOSTON,07/17/2008 08:19:00,,4900.00,637.00,271.00,265.00,397.00,277.00,28.00,32.00,APPROVED
MA: BOSTON,07/17/2008 10:20:00,,4945.00,653.00,276.00,272.00,400.00,275.00,27.00,30.00,APPROVED
MA: BOSTON,07/17/2008 12:20:00,,4948.00,647.00,276.00,276.00,407.00,276.00,26.00,31.00,APPROVED
MA: BOSTON,07/17/2008 13:20:00,,4930.00,650.00,278.00,273.00,402.00,279.00,27.00,32.00,APPROVED
MA: BOSTON,07/17/2008 14:20:00,,4863.00,643.00,272.00,274.00,403.00,283.00,26.00,32.00,APPROVED
MA: BOSTON,07/17/2008 15:20:00,,4811.00,642.00,272.00,276.00,398.00,288.00,26.00,32.00,APPROVED
MA: BOSTON,07/17/2008 19:21:00,,4800.00,653.00,276.00,275.00,403.00,290.00,26.00,34.00,APPROVED
MA: BOSTON,07/17/2008 21:22:00,,4784.00,649.00,274.00,270.00,395.00,290.00,26.00,34.00,APPROVED
MA: BOSTON,07/18/2008 00:22:00,,4895.00,643.00,278.00,273.00,394.00,284.00,24.00,32.00,APPROVED
MA: BOSTON,07/18/2008 05:23:00,,4919.00,647.00,273.00,274.00,400.00,282.00,25.00,31.00,APPROVED
MA: BOSTON,07/18/2008 07:24:00,,4969.00,655.00,278.00,279.00,398.00,280.00,28.00,32.00,APPROVED
MA: BOSTON,07/18/2008 14:22:00,,4851.00,633.00,276.00,271.00,396.00,280.00,26.00,31.00,APPROVED
MA: BOSTON,07/18/2008 15:22:00,,4791.00,646.00,274.00,273.00,399.00,287.00,26.00,33.00,APPROVED
MA: BOSTON,07/18/2008 17:23:00,,4722.00,642.00,273.00,276.00,399.00,291.00,27.00,35.00,APPROVED
MA: BOSTON,07/18/2008 19:23:00,,4778.00,640.00,270.00,271.00,404.00,291.00,25.00,33.00,APPROVED
MA: BOSTON,07/18/2008 21:24:00,,4801.00,650.00,271.00,270.00,397.00,291.00,26.00,31.00,APPROVED
MA: BOSTON,07/18/2008 23:24:00,,4877.00,653.00,274.00,275.00,396.00,295.00,27.00,34.00,APPROVED
MA: BOSTON,07/19/2008 01:24:00,,4993.00,668.00,278.00,283.00,401.00,291.00,27.00,35.00,APPROVED
MA: BOSTON,07/19/2008 04:25:00,,4925.00,643.00,277.00,274.00,401.00,275.00,25.00,31.00,APPROVED
MA: BOSTON,07/19/2008 08:26:00,,4929.00,642.00,275.00,272.00,399.00,276.00,26.00,31.00,APPROVED
MA: BOSTON,07/19/2008 12:26:00,,5016.00,655.00,274.00,278.00,400.00,285.00,27.00,32.00,APPROVED
MA: BOSTON,07/19/2008 16:27:00,,4884.00,665.00,278.00,287.00,409.00,297.00,27.00,35.00,APPROVED
MA: BOSTON,07/19/2008 21:28:00,,4843.00,666.00,276.00,280.00,407.00,298.00,27.00,36.00,APPROVED
MA: BOSTON,07/19/2008 23:29:00,,4946.00,671.00,277.00,283.00,404.00,296.00,27.00,34.00,APPROVED
MA: BOSTON,07/19/2008 23:51:00,,5070.00,699.00,284.00,292.00,406.00,305.00,29.00,34.00,APPROVED
MA: BOSTON,07/24/2008 17:23:00,,4581.00,583.00,257.00,244.00,376.00,247.00,24.00,30.00,APPROVED
MA: BOSTON,07/24/2008 18:23:00,,4664.00,596.00,265.00,246.00,386.00,259.00,25.00,31.00,APPROVED
MA: BOSTON,07/24/2008 19:23:00,,4634.00,585.00,261.00,246.00,380.00,254.00,24.00,30.00,APPROVED
MA: BOSTON,07/24/2008 20:23:00,,4620.00,593.00,261.00,242.00,385.00,254.00,24.00,30.00,APPROVED
MA: BOSTON,07/24/2008 21:24:00,,4678.00,598.00,262.00,249.00,385.00,260.00,26.00,30.00,APPROVED
MA: BOSTON,07/24/2008 22:24:00,,4762.00,614.00,267.00,260.00,392.00,261.00,26.00,30.00,APPROVED
MA: BOSTON,07/24/2008 23:24:00,,4881.00,631.00,272.00,266.00,399.00,264.00,29.00,30.00,APPROVED
MA: BOSTON,07/25/2008 00:24:00,,4967.00,651.00,277.00,272.00,407.00,269.00,29.00,31.00,APPROVED
MA: BOSTON,07/25/2008 01:24:00,,5068.00,666.00,283.00,282.00,412.00,272.00,30.00,30.00,APPROVED
MA: BOSTON,07/25/2008 02:25:00,,4861.00,634.00,276.00,267.00,401.00,269.00,30.00,30.00,APPROVED
MA: BOSTON,07/25/2008 03:25:00,,4819.00,621.00,272.00,262.00,395.00,264.00,28.00,32.00,APPROVED
MA: BOSTON,07/25/2008 04:25:00,,4735.00,611.00,266.00,256.00,393.00,259.00,25.00,31.00,APPROVED
MA: BOSTON,07/25/2008 05:25:00,,4709.00,608.00,267.00,251.00,390.00,261.00,25.00,29.00,APPROVED
MA: BOSTON,07/25/2008 06:25:00,,4747.00,609.00,267.00,255.00,388.00,262.00,28.00,29.00,APPROVED
MA: BOSTON,07/25/2008 07:26:00,,4737.00,611.00,265.00,256.00,393.00,261.00,27.00,29.00,APPROVED
