LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
MA: BOSTON,01/21/2021 17:01:00,,2561.00,1553.00,466.00,240.00,163.00,189.00,102.00,38.00,APPROVED
MA: BOSTON,01/21/2021 18:01:00,,2610.00,1611.00,471.00,247.00,167.00,190.00,111.00,38.00,APPROVED
MA: BOSTON,01/21/2021 19:02:00,,2649.00,1640.00,486.00,258.00,170.00,199.00,113.00,39.00,APPROVED
MA: BOSTON,01/21/2021 20:02:00,,2654.00,1665.00,495.00,258.00,171.00,201.00,116.00,39.00,APPROVED
MA: BOSTON,01/21/2021 21:02:00,,2647.00,1648.00,489.00,257.00,172.00,201.00,117.00,39.00,APPROVED
MA: BOSTON,01/21/2021 22:02:00,,2657.00,1659.00,495.00,262.00,175.00,202.00,119.00,39.00,APPROVED
MA: BOSTON,01/21/2021 23:02:00,,2671.00,1661.00,497.00,264.00,172.00,198.00,115.00,38.00,APPROVED
MA: BOSTON,01/22/2021 00:03:00,,2662.00,1662.00,493.00,266.00,170.00,201.00,120.00,38.00,APPROVED
MA: BOSTON,01/22/2021 01:03:00,,2673.00,1656.00,496.00,265.00,173.00,200.00,117.00,38.00,APPROVED
MA: BOSTON,01/22/2021 02:03:00,,2678.00,1681.00,499.00,266.00,175.00,199.00,119.00,38.00,APPROVED
MA: BOSTON,01/22/2021 03:03:00,,2690.00,1689.00,498.00,269.00,171.00,201.00,119.00,40.00,APPROVED
MA: BOSTON,01/22/2021 04:03:00,,2712.00,1688.00,501.00,272.00,174.00,205.00,121.00,39.00,APPROVED
MA: BOSTON,01/22/2021 05:03:00,,2696.00,1704.00,500.00,269.00,175.00,204.00,119.00,40.00,APPROVED
MA: BOSTON,01/22/2021 06:04:00,,2699.00,1709.00,499.00,272.00,176.00,202.00,124.00,39.00,APPROVED
MA: BOSTON,01/22/2021 07:04:00,,2714.00,1712.00,505.00,274.00,175.00,208.00,123.00,39.00,APPROVED
MA: BOSTON,01/22/2021 08:04:00,,2720.00,1720.00,509.00,275.00,179.00,209.00,117.00,40.00,APPROVED
MA: BOSTON,01/22/2021 09:04:00,,2715.00,1726.00,504.00,276.00,177.00,208.00,117.00,40.00,APPROVED
MA: BOSTON,01/22/2021 10:04:00,,2728.00,1734.00,509.00,275.00,179.00,208.00,119.00,41.00,APPROVED
MA: BOSTON,01/22/2021 11:05:00,,2739.00,1733.00,510.00,276.00,177.00,210.00,120.00,39.00,APPROVED
MA: BOSTON,01/22/2021 12:05:00,,2726.00,1736.00,506.00,275.00,179.00,211.00,119.00,40.00,APPROVED
MA: BOSTON,01/22/2021 13:05:00,,2734.00,1735.00,513.00,284.00,176.00,208.00,124.00,39.00,APPROVED
MA: BOSTON,01/22/2021 14:05:00,,2732.00,1740.00,506.00,281.00,178.00,213.00,123.00,41.00,APPROVED
MA: BOSTON,01/22/2021 15:05:00,,2744.00,1737.00,513.00,279.00,181.00,210.00,117.00,42.00,APPROVED
MA: BOSTON,01/22/2021 16:06:00,,2727.00,1716.00,510.00,276.00,180.00,212.00,115.00,41.00,APPROVED
MA: BOSTON,01/22/2021 17:06:00,,2709.00,1706.00,511.00,274.00,174.00,212.00,112.00,42.00,APPROVED
MA: BOSTON,01/22/2021 18:06:00,,2689.00,1680.00,505.00,266.00,177.00,213.00,108.00,40.00,APPROVED
MA: BOSTON,01/22/2021 19:06:00,,2669.00,1663.00,503.00,267.00,178.00,204.00,109.00,40.00,APPROVED
MA: BOSTON,01/22/2021 20:06:00,,2668.00,1654.00,496.00,258.00,175.00,203.00,106.00,40.00,APPROVED
MA: BOSTON,01/22/2021 21:07:00,,2655.00,1637.00,493.00,255.00,173.00,205.00,109.00,40.00,APPROVED
MA: BOSTON,01/22/2021 22:07:00,,2651.00,1650.00,498.00,260.00,173.00,203.00,105.00,39.00,APPROVED
MA: BOSTON,01/22/2021 23:07:00,,2666.00,1634.00,499.00,254.00,173.00,204.00,108.00,39.00,APPROVED
MA: BOSTON,01/23/2021 00:07:00,,2668.00,1649.00,496.00,258.00,173.00,201.00,109.00,39.00,APPROVED
MA: BOSTON,01/23/2021 01:07:00,,2665.00,1647.00,498.00,262.00,174.00,202.00,111.00,40.00,APPROVED
MA: BOSTON,01/23/2021 02:08:00,,2684.00,1659.00,496.00,261.00,175.00,200.00,112.00,40.00,APPROVED
MA: BOSTON,01/23/2021 03:08:00,,2692.00,1672.00,498.00,262.00,176.00,202.00,111.00,40.00,APPROVED
MA: BOSTON,01/23/2021 04:08:00,,2684.00,1679.00,495.00,260.00,174.00,199.00,115.00,39.00,APPROVED
MA: BOSTON,01/23/2021 05:08:00,,2690.00,1674.00,499.00,262.00,173.00,200.00,113.00,38.00,APPROVED
MA: BOSTON,01/23/2021 06:08:00,,2692.00,1672.00,491.00,266.00,175.00,201.00,114.00,41.00,APPROVED
MA: BOSTON,01/23/2021 07:09:00,,2663.00,1675.00,493.00,266.00,174.00,200.00,116.00,38.00,APPROVED
MA: BOSTON,01/23/2021 08:09:00,,2669.00,1667.00,493.00,264.00,171.00,201.00,117.00,39.00,APPROVED
MA: BOSTON,01/23/2021 09:09:00,,2664.00,1670.00,500.00,263.00,174.00,200.00,119.00,39.00,APPROVED
MA: BOSTON,01/23/2021 10:09:00,,2667.00,1662.00,493.00,261.00,171.00,203.00,116.00,38.00,APPROVED
MA: BOSTON,01/23/2021 11:09:00,,2629.00,1641.00,491.00,254.00,169.00,197.00,115.00,38.00,APPROVED
MA: BOSTON,01/23/2021 12:10:00,,2619.00,1628.00,479.00,257.00,171.00,197.00,113.00,39.00,APPROVED
MA: BOSTON,01/23/2021 13:10:00,,2639.00,1630.00,480.00,252.00,171.00,198.00,111.00,40.00,APPROVED
MA: BOSTON,01/23/2021 14:10:00,,2639.00,1632.00,485.00,252.00,167.00,197.00,111.00,39.00,APPROVED
MA: BOSTON,01/23/2021 15:10:00,,2632.00,1634.00,487.00,255.00,170.00,198.00,112.00,38.00,APPROVED
MA: BOSTON,01/23/2021 16:10:00,,2633.00,1634.00,483.00,254.00,169.00,194.00,111.00,38.00,APPROVED
MA: BOSTON,01/23/2021 17:11:00,,2635.00,1624.00,485.00,251.00,170.00,193.00,112.00,39.00,APPROVED
MA: BOSTON,01/23/2021 18:11:00,,2634.00,1632.00,481.00,253.00,169.00,195.00,111.00,38.00,APPROVED
