LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
MA: BOSTON,01/01/2018 00:14:00,,2510.00,1442.00,491.00,245.00,180.00,236.00,81.00,38.00,APPROVED
MA: BOSTON,01/01/2018 01:14:00,,2517.00,1439.00,495.00,248.00,178.00,239.00,78.00,38.00,APPROVED
MA: BOSTON,01/01/2018 02:14:00,,2509.00,1452.00,494.00,242.00,179.00,240.00,77.00,38.00,APPROVED
MA: BOSTON,01/01/2018 03:15:00,,2516.00,1448.00,492.00,245.00,180.00,242.00,76.00,38.00,APPROVED
MA: BOSTON,01/01/2018 04:15:00,,2495.00,1434.00,494.00,245.00,178.00,238.00,75.00,38.00,APPROVED
MA: BOSTON,01/01/2018 05:15:00,,2493.00,1427.00,488.00,240.00,176.00,240.00,73.00,39.00,APPROVED
MA: BOSTON,01/01/2018 06:15:00,,2452.00,1420.00,486.00,244.00,174.00,241.00,71.00,38.00,APPROVED
MA: BOSTON,01/01/2018 07:15:00,,2470.00,1417.00,489.00,244.00,179.00,242.00,68.00,37.00,APPROVED
MA: BOSTON,01/01/2018 08:16:00,,2482.00,1422.00,493.00,243.00,177.00,244.00,69.00,39.00,APPROVED
MA: BOSTON,01/01/2018 09:16:00,,2499.00,1418.00,491.00,244.00,177.00,243.00,70.00,38.00,APPROVED
MA: BOSTON,01/01/2018 10:16:00,,2485.00,1427.00,490.00,244.00,177.00,242.00,66.00,38.00,APPROVED
MA: BOSTON,01/01/2018 10:51:00,,2498.00,1424.00,487.00,242.00,179.00,242.00,66.00,39.00,APPROVED
MA: BOSTON,01/01/2018 12:25:00,,2447.00,1402.00,486.00,242.00,178.00,240.00,64.00,38.00,APPROVED
MA: BOSTON,01/01/2018 13:25:00,,2451.00,1401.00,484.00,241.00,178.00,243.00,66.00,38.00,APPROVED
MA: BOSTON,01/01/2018 14:25:00,,2456.00,1409.00,486.00,237.00,176.00,245.00,67.00,39.00,APPROVED
MA: BOSTON,01/01/2018 15:25:00,,2475.00,1421.00,492.00,239.00,177.00,241.00,70.00,38.00,APPROVED
MA: BOSTON,01/01/2018 16:26:00,,2485.00,1444.00,491.00,244.00,178.00,241.00,74.00,38.00,APPROVED
MA: BOSTON,01/01/2018 17:26:00,,2516.00,1451.00,498.00,249.00,179.00,237.00,79.00,39.00,APPROVED
MA: BOSTON,01/01/2018 18:26:00,,2497.00,1462.00,497.00,245.00,179.00,239.00,83.00,40.00,APPROVED
MA: BOSTON,01/01/2018 19:26:00,,2506.00,1449.00,493.00,250.00,181.00,235.00,84.00,39.00,APPROVED
MA: BOSTON,01/01/2018 20:26:00,,2521.00,1475.00,494.00,248.00,180.00,235.00,85.00,38.00,APPROVED
MA: BOSTON,01/01/2018 21:27:00,,2508.00,1461.00,494.00,246.00,182.00,232.00,87.00,40.00,APPROVED
MA: BOSTON,01/01/2018 22:27:00,,2510.00,1451.00,489.00,247.00,177.00,236.00,84.00,40.00,APPROVED
MA: BOSTON,01/01/2018 23:27:00,,2495.00,1446.00,494.00,245.00,179.00,237.00,84.00,40.00,APPROVED
MA: BOSTON,01/02/2018 00:27:00,,2498.00,1442.00,492.00,247.00,179.00,236.00,80.00,40.00,APPROVED
