LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
MA: BOSTON,01/01/2012 00:59:00,,2964.00,2088.00,599.00,339.00,211.00,246.00,161.00,43.00,APPROVED
MA: BOSTON,01/01/2012 01:59:00,,2952.00,2094.00,596.00,342.00,214.00,247.00,163.00,44.00,APPROVED
MA: BOSTON,01/01/2012 02:59:00,,2954.00,2074.00,595.00,341.00,215.00,244.00,163.00,44.00,APPROVED
MA: BOSTON,01/01/2012 03:59:00,,2935.00,2054.00,584.00,328.00,210.00,242.00,160.00,43.00,APPROVED
MA: BOSTON,01/01/2012 05:00:00,,2928.00,2021.00,577.00,317.00,205.00,235.00,158.00,44.00,APPROVED
MA: BOSTON,01/01/2012 06:00:00,,2907.00,1995.00,571.00,314.00,203.00,231.00,155.00,42.00,APPROVED
MA: BOSTON,01/01/2012 07:00:00,,2907.00,2008.00,576.00,316.00,203.00,232.00,160.00,41.00,APPROVED
MA: BOSTON,01/01/2012 08:00:00,,2914.00,1999.00,577.00,319.00,206.00,236.00,153.00,43.00,APPROVED
MA: BOSTON,01/01/2012 09:01:00,,2939.00,2012.00,574.00,319.00,206.00,233.00,157.00,41.00,APPROVED
MA: BOSTON,01/01/2012 10:01:00,,2927.00,2021.00,577.00,320.00,207.00,232.00,157.00,43.00,APPROVED
MA: BOSTON,01/01/2012 11:01:00,,2933.00,2022.00,573.00,320.00,207.00,233.00,153.00,42.00,APPROVED
MA: BOSTON,01/01/2012 12:01:00,,2954.00,2031.00,582.00,319.00,207.00,236.00,154.00,41.00,APPROVED
MA: BOSTON,01/01/2012 13:01:00,,2945.00,2035.00,582.00,323.00,208.00,239.00,159.00,44.00,APPROVED
MA: BOSTON,01/01/2012 14:02:00,,2940.00,2039.00,584.00,319.00,209.00,235.00,154.00,43.00,APPROVED
MA: BOSTON,01/01/2012 15:02:00,,2977.00,2058.00,584.00,323.00,205.00,237.00,159.00,43.00,APPROVED
MA: BOSTON,01/01/2012 16:02:00,,2997.00,2058.00,584.00,322.00,208.00,236.00,158.00,43.00,APPROVED
MA: BOSTON,01/01/2012 17:02:00,,3036.00,2068.00,598.00,321.00,206.00,234.00,154.00,41.00,APPROVED
MA: BOSTON,01/01/2012 18:03:00,,3038.00,2068.00,590.00,319.00,207.00,238.00,152.00,40.00,APPROVED
MA: BOSTON,01/01/2012 19:03:00,,3036.00,2077.00,587.00,318.00,204.00,237.00,153.00,42.00,APPROVED
MA: BOSTON,01/01/2012 20:03:00,,3012.00,2070.00,587.00,318.00,206.00,240.00,150.00,42.00,APPROVED
MA: BOSTON,01/01/2012 21:03:00,,3018.00,2072.00,587.00,321.00,208.00,234.00,150.00,41.00,APPROVED
MA: BOSTON,01/01/2012 22:04:00,,3019.00,2072.00,586.00,319.00,209.00,236.00,157.00,41.00,APPROVED
MA: BOSTON,01/01/2012 23:04:00,,3001.00,2073.00,589.00,329.00,205.00,240.00,156.00,42.00,APPROVED
MA: BOSTON,01/02/2012 00:04:00,,3003.00,2065.00,580.00,330.00,208.00,240.00,157.00,41.00,APPROVED
MA: BOSTON,01/02/2012 01:04:00,,3018.00,2069.00,592.00,327.00,210.00,238.00,158.00,43.00,APPROVED
MA: BOSTON,01/02/2012 02:05:00,,3017.00,2087.00,590.00,330.00,211.00,243.00,158.00,44.00,APPROVED
MA: BOSTON,01/02/2012 03:05:00,,3025.00,2094.00,597.00,334.00,210.00,241.00,155.00,42.00,APPROVED
MA: BOSTON,01/02/2012 04:05:00,,3009.00,2103.00,595.00,333.00,209.00,241.00,156.00,43.00,APPROVED
MA: BOSTON,01/02/2012 05:05:00,,3029.00,2117.00,596.00,335.00,213.00,245.00,159.00,44.00,APPROVED
MA: BOSTON,01/02/2012 06:06:00,,3059.00,2112.00,607.00,335.00,214.00,243.00,157.00,42.00,APPROVED
MA: BOSTON,01/02/2012 07:06:00,,3034.00,2106.00,597.00,332.00,212.00,242.00,158.00,44.00,APPROVED
MA: BOSTON,01/02/2012 08:06:00,,2998.00,2057.00,586.00,321.00,207.00,244.00,153.00,41.00,APPROVED
