LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
MT: KALISPELL,01/03/2021 17:44:00,81.00,2367.00,1333.00,379.00,195.00,124.00,144.00,89.00,29.00,APPROVED
MT: KALISPELL,01/03/2021 18:45:00,88.00,2525.00,1503.00,433.00,228.00,135.00,169.00,101.00,34.00,APPROVED
MT: KALISPELL,01/03/2021 19:45:00,84.00,2362.00,1346.00,391.00,203.00,123.00,150.00,91.00,30.00,APPROVED
MT: KALISPELL,01/03/2021 20:45:00,81.00,2271.00,1261.00,366.00,181.00,116.00,140.00,83.00,29.00,APPROVED
MT: KALISPELL,01/03/2021 21:45:00,78.00,2254.00,1244.00,357.00,177.00,117.00,138.00,81.00,30.00,APPROVED
MT: KALISPELL,01/03/2021 22:45:00,78.00,2264.00,1250.00,360.00,178.00,119.00,138.00,84.00,27.00,APPROVED
MT: KALISPELL,01/03/2021 23:46:00,78.00,2260.00,1258.00,362.00,181.00,120.00,138.00,83.00,29.00,APPROVED
MT: KALISPELL,01/04/2021 00:46:00,76.00,2279.00,1261.00,360.00,180.00,120.00,141.00,83.00,29.00,APPROVED
MT: KALISPELL,01/04/2021 01:46:00,77.00,2287.00,1269.00,360.00,183.00,119.00,138.00,87.00,28.00,APPROVED
MT: KALISPELL,01/04/2021 02:46:00,75.00,2310.00,1286.00,372.00,190.00,124.00,141.00,89.00,29.00,APPROVED
MT: KALISPELL,01/04/2021 03:47:00,77.00,2331.00,1310.00,376.00,194.00,125.00,142.00,90.00,30.00,APPROVED
MT: KALISPELL,01/04/2021 04:47:00,74.00,2311.00,1305.00,372.00,191.00,124.00,140.00,88.00,30.00,APPROVED
MT: KALISPELL,01/04/2021 05:47:00,77.00,2306.00,1298.00,368.00,189.00,122.00,138.00,89.00,30.00,APPROVED
MT: KALISPELL,01/04/2021 06:47:00,77.00,2316.00,1294.00,371.00,191.00,124.00,140.00,88.00,29.00,APPROVED
MT: KALISPELL,01/04/2021 07:47:00,77.00,2317.00,1299.00,367.00,188.00,122.00,139.00,89.00,30.00,APPROVED
MT: KALISPELL,01/04/2021 08:48:00,79.00,2315.00,1298.00,371.00,188.00,121.00,140.00,90.00,31.00,APPROVED
MT: KALISPELL,01/04/2021 09:48:00,77.00,2314.00,1296.00,371.00,186.00,122.00,141.00,87.00,29.00,APPROVED
MT: KALISPELL,01/04/2021 10:48:00,74.00,2356.00,1329.00,377.00,195.00,124.00,142.00,90.00,30.00,APPROVED
MT: KALISPELL,01/04/2021 11:48:00,78.00,2362.00,1363.00,387.00,203.00,127.00,149.00,93.00,30.00,APPROVED
MT: KALISPELL,01/04/2021 12:48:00,81.00,2394.00,1374.00,395.00,207.00,132.00,154.00,93.00,31.00,APPROVED
MT: KALISPELL,01/04/2021 13:49:00,78.00,2415.00,1432.00,407.00,215.00,133.00,158.00,99.00,31.00,APPROVED
MT: KALISPELL,01/04/2021 14:49:00,84.00,2444.00,1453.00,407.00,222.00,138.00,160.00,101.00,33.00,APPROVED
MT: KALISPELL,01/04/2021 15:49:00,82.00,2474.00,1454.00,415.00,224.00,135.00,166.00,99.00,32.00,APPROVED
MT: KALISPELL,01/04/2021 16:49:00,82.00,2465.00,1464.00,411.00,230.00,136.00,165.00,103.00,34.00,APPROVED
MT: KALISPELL,01/04/2021 17:49:00,85.00,2481.00,1469.00,419.00,224.00,139.00,167.00,100.00,34.00,APPROVED
MT: KALISPELL,01/04/2021 18:50:00,79.00,2470.00,1450.00,416.00,225.00,137.00,159.00,97.00,32.00,APPROVED
MT: KALISPELL,01/04/2021 20:50:00,82.00,2413.00,1392.00,394.00,205.00,130.00,151.00,93.00,32.00,APPROVED
MT: KALISPELL,01/04/2021 21:50:00,78.00,2402.00,1355.00,388.00,201.00,127.00,153.00,92.00,31.00,APPROVED
MT: KALISPELL,01/04/2021 22:51:00,79.00,2381.00,1343.00,382.00,202.00,126.00,150.00,91.00,31.00,APPROVED
MT: KALISPELL,01/04/2021 23:51:00,78.00,2417.00,1369.00,386.00,198.00,128.00,150.00,93.00,31.00,APPROVED
MT: KALISPELL,01/05/2021 00:51:00,83.00,2566.00,1517.00,433.00,230.00,139.00,168.00,101.00,33.00,APPROVED
MT: KALISPELL,01/05/2021 01:51:00,87.00,2733.00,1663.00,479.00,265.00,154.00,192.00,111.00,37.00,APPROVED
MT: KALISPELL,01/05/2021 02:51:00,91.00,2808.00,1740.00,494.00,270.00,157.00,196.00,115.00,36.00,APPROVED
MT: KALISPELL,01/05/2021 03:52:00,96.00,2968.00,1875.00,537.00,303.00,168.00,215.00,121.00,39.00,APPROVED
MT: KALISPELL,01/05/2021 04:52:00,96.00,2953.00,1853.00,533.00,301.00,168.00,212.00,125.00,40.00,APPROVED
MT: KALISPELL,01/05/2021 05:52:00,88.00,2630.00,1561.00,452.00,248.00,146.00,176.00,105.00,35.00,APPROVED
MT: KALISPELL,01/05/2021 06:52:00,81.00,2558.00,1504.00,434.00,234.00,142.00,170.00,102.00,32.00,APPROVED
MT: KALISPELL,01/05/2021 07:53:00,80.00,2470.00,1439.00,410.00,220.00,136.00,159.00,98.00,34.00,APPROVED
MT: KALISPELL,01/05/2021 08:53:00,77.00,2401.00,1384.00,397.00,210.00,129.00,154.00,96.00,31.00,APPROVED
MT: KALISPELL,01/05/2021 09:53:00,77.00,2361.00,1345.00,384.00,199.00,125.00,144.00,91.00,31.00,APPROVED
MT: KALISPELL,01/05/2021 10:53:00,76.00,2358.00,1329.00,379.00,194.00,127.00,145.00,89.00,30.00,APPROVED
MT: KALISPELL,01/05/2021 11:53:00,77.00,2331.00,1308.00,374.00,192.00,127.00,141.00,88.00,30.00,APPROVED
MT: KALISPELL,01/05/2021 12:54:00,74.00,2324.00,1309.00,372.00,187.00,122.00,141.00,87.00,29.00,APPROVED
MT: KALISPELL,01/05/2021 13:54:00,76.00,2326.00,1295.00,370.00,189.00,123.00,142.00,89.00,31.00,APPROVED
MT: KALISPELL,01/05/2021 14:54:00,76.00,2329.00,1306.00,378.00,188.00,124.00,141.00,89.00,29.00,APPROVED
MT: KALISPELL,01/05/2021 15:54:00,74.00,2340.00,1319.00,374.00,192.00,125.00,143.00,89.00,31.00,APPROVED
MT: KALISPELL,01/05/2021 16:54:00,76.00,2322.00,1307.00,376.00,190.00,122.00,144.00,89.00,30.00,APPROVED
MT: KALISPELL,01/05/2021 17:55:00,73.00,2342.00,1306.00,373.00,189.00,122.00,143.00,90.00,30.00,APPROVED
MT: KALISPELL,01/05/2021 18:55:00,74.00,2331.00,1306.00,368.00,188.00,125.00,140.00,89.00,29.00,APPROVED
MT: KALISPELL,01/05/2021 19:55:00,75.00,2339.00,1304.00,372.00,188.00,124.00,142.00,87.00,31.00,APPROVED
MT: KALISPELL,01/05/2021 20:55:00,74.00,2325.00,1297.00,370.00,189.00,123.00,141.00,89.00,30.00,APPROVED
MT: KALISPELL,01/05/2021 21:55:00,74.00,2334.00,1297.00,373.00,189.00,122.00,143.00,88.00,31.00,APPROVED
MT: KALISPELL,01/05/2021 22:56:00,76.00,2340.00,1308.00,378.00,187.00,124.00,142.00,89.00,31.00,APPROVED
MT: KALISPELL,01/05/2021 23:56:00,76.00,2341.00,1308.00,378.00,188.00,126.00,142.00,89.00,32.00,APPROVED
MT: KALISPELL,01/06/2021 00:56:00,75.00,2358.00,1326.00,378.00,191.00,126.00,143.00,90.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 01:56:00,77.00,2384.00,1345.00,383.00,197.00,125.00,146.00,90.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 02:57:00,78.00,2407.00,1364.00,389.00,199.00,132.00,150.00,95.00,32.00,APPROVED
MT: KALISPELL,01/06/2021 03:57:00,77.00,2397.00,1370.00,392.00,203.00,130.00,149.00,93.00,30.00,APPROVED
MT: KALISPELL,01/06/2021 04:57:00,79.00,2394.00,1368.00,386.00,199.00,127.00,148.00,95.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 05:57:00,76.00,2402.00,1362.00,386.00,199.00,127.00,149.00,92.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 06:57:00,77.00,2397.00,1364.00,390.00,199.00,127.00,148.00,94.00,32.00,APPROVED
MT: KALISPELL,01/06/2021 07:58:00,78.00,2384.00,1358.00,386.00,203.00,130.00,151.00,92.00,32.00,APPROVED
MT: KALISPELL,01/06/2021 08:58:00,78.00,2394.00,1366.00,387.00,200.00,130.00,148.00,91.00,30.00,APPROVED
MT: KALISPELL,01/06/2021 09:58:00,76.00,2422.00,1378.00,393.00,204.00,129.00,150.00,93.00,32.00,APPROVED
MT: KALISPELL,01/06/2021 10:58:00,76.00,2430.00,1404.00,397.00,202.00,131.00,154.00,98.00,29.00,APPROVED
MT: KALISPELL,01/06/2021 11:58:00,76.00,2431.00,1398.00,400.00,206.00,132.00,155.00,95.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 12:59:00,78.00,2437.00,1405.00,403.00,208.00,131.00,157.00,92.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 13:59:00,80.00,2441.00,1401.00,400.00,210.00,132.00,155.00,96.00,32.00,APPROVED
MT: KALISPELL,01/06/2021 14:59:00,77.00,2464.00,1410.00,401.00,206.00,132.00,154.00,96.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 15:59:00,81.00,2476.00,1426.00,407.00,213.00,131.00,157.00,97.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 16:59:00,81.00,2492.00,1445.00,410.00,216.00,135.00,158.00,98.00,33.00,APPROVED
MT: KALISPELL,01/06/2021 18:00:00,79.00,2498.00,1451.00,407.00,216.00,138.00,163.00,99.00,33.00,APPROVED
MT: KALISPELL,01/06/2021 19:00:00,82.00,2505.00,1460.00,410.00,218.00,137.00,161.00,98.00,32.00,APPROVED
MT: KALISPELL,01/06/2021 20:00:00,82.00,2482.00,1447.00,412.00,214.00,134.00,159.00,98.00,33.00,APPROVED
MT: KALISPELL,01/06/2021 21:00:00,82.00,2482.00,1416.00,411.00,212.00,133.00,154.00,94.00,32.00,APPROVED
MT: KALISPELL,01/06/2021 22:01:00,80.00,2478.00,1412.00,405.00,206.00,133.00,157.00,97.00,31.00,APPROVED
MT: KALISPELL,01/06/2021 23:01:00,79.00,2461.00,1399.00,402.00,207.00,133.00,155.00,96.00,33.00,APPROVED
MT: KALISPELL,01/07/2021 00:01:00,82.00,2474.00,1417.00,404.00,208.00,134.00,156.00,96.00,32.00,APPROVED
MT: KALISPELL,01/07/2021 01:01:00,78.00,2491.00,1434.00,404.00,210.00,134.00,156.00,97.00,31.00,APPROVED
MT: KALISPELL,01/07/2021 02:01:00,79.00,2507.00,1455.00,412.00,222.00,135.00,158.00,100.00,32.00,APPROVED
MT: KALISPELL,01/07/2021 03:02:00,80.00,2526.00,1483.00,420.00,224.00,141.00,163.00,103.00,32.00,APPROVED
MT: KALISPELL,01/07/2021 04:02:00,84.00,2604.00,1573.00,447.00,243.00,145.00,180.00,106.00,35.00,APPROVED
MT: KALISPELL,01/07/2021 05:02:00,83.00,2680.00,1617.00,461.00,254.00,147.00,185.00,110.00,35.00,APPROVED
MT: KALISPELL,01/07/2021 06:02:00,82.00,2630.00,1559.00,450.00,243.00,144.00,176.00,108.00,35.00,APPROVED
MT: KALISPELL,01/07/2021 07:02:00,81.00,2604.00,1528.00,439.00,229.00,142.00,169.00,103.00,33.00,APPROVED
MT: KALISPELL,01/07/2021 08:03:00,82.00,2634.00,1567.00,447.00,237.00,146.00,175.00,107.00,33.00,APPROVED
MT: KALISPELL,01/07/2021 09:03:00,84.00,2648.00,1592.00,455.00,247.00,147.00,180.00,107.00,35.00,APPROVED
MT: KALISPELL,01/07/2021 10:03:00,83.00,2719.00,1659.00,477.00,260.00,152.00,188.00,113.00,35.00,APPROVED
MT: KALISPELL,01/07/2021 11:03:00,88.00,2820.00,1742.00,502.00,282.00,161.00,203.00,115.00,36.00,APPROVED
MT: KALISPELL,01/07/2021 12:03:00,88.00,2909.00,1879.00,529.00,309.00,169.00,219.00,124.00,40.00,APPROVED
MT: KALISPELL,01/07/2021 13:04:00,90.00,2908.00,1895.00,543.00,322.00,174.00,228.00,129.00,40.00,APPROVED
