LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
LA: BATON ROUGE,01/01/2013 00:24:00,,1705.00,938.00,292.00,138.00,87.00,113.00,56.00,33.00,APPROVED
LA: BATON ROUGE,01/01/2013 01:24:00,,1701.00,948.00,291.00,137.00,86.00,112.00,55.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2013 02:24:00,,1705.00,944.00,288.00,133.00,84.00,107.00,55.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2013 03:24:00,,1706.00,931.00,288.00,133.00,84.00,109.00,53.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2013 04:24:00,,1702.00,936.00,289.00,133.00,84.00,111.00,54.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2013 05:25:00,,1697.00,935.00,290.00,134.00,81.00,107.00,56.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2013 06:25:00,,1695.00,932.00,282.00,134.00,84.00,106.00,56.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2013 07:25:00,,1694.00,923.00,287.00,129.00,85.00,110.00,54.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2013 08:25:00,,1684.00,925.00,291.00,132.00,83.00,109.00,54.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2013 09:25:00,,1686.00,927.00,290.00,131.00,83.00,109.00,55.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2013 10:26:00,,1677.00,922.00,290.00,136.00,83.00,111.00,55.00,36.00,APPROVED
LA: BATON ROUGE,01/01/2013 11:26:00,,1681.00,912.00,282.00,133.00,84.00,108.00,54.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2013 12:26:00,,1669.00,912.00,282.00,129.00,83.00,105.00,57.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2013 13:26:00,,1659.00,905.00,277.00,128.00,80.00,103.00,56.00,35.00,APPROVED
