LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
LA: BATON ROUGE,01/01/2021 00:24:00,39.00,1285.00,694.00,206.00,99.00,64.00,100.00,46.00,38.00,APPROVED
LA: BATON ROUGE,01/01/2021 01:24:00,38.00,1261.00,676.00,203.00,97.00,64.00,100.00,45.00,37.00,APPROVED
LA: BATON ROUGE,01/01/2021 02:24:00,38.00,1241.00,664.00,200.00,96.00,62.00,98.00,44.00,36.00,APPROVED
LA: BATON ROUGE,01/01/2021 03:24:00,36.00,1271.00,687.00,206.00,98.00,63.00,99.00,44.00,38.00,APPROVED
LA: BATON ROUGE,01/01/2021 04:25:00,40.00,1405.00,799.00,235.00,121.00,71.00,116.00,50.00,41.00,APPROVED
LA: BATON ROUGE,01/01/2021 05:25:00,40.00,1327.00,750.00,227.00,110.00,68.00,111.00,48.00,39.00,APPROVED
LA: BATON ROUGE,01/01/2021 06:25:00,39.00,1307.00,733.00,224.00,110.00,69.00,109.00,49.00,39.00,APPROVED
LA: BATON ROUGE,01/01/2021 07:25:00,44.00,1486.00,877.00,267.00,135.00,81.00,126.00,57.00,40.00,APPROVED
LA: BATON ROUGE,01/01/2021 08:26:00,50.00,1646.00,992.00,306.00,159.00,90.00,141.00,63.00,42.00,APPROVED
LA: BATON ROUGE,01/01/2021 09:26:00,41.00,1433.00,827.00,254.00,134.00,79.00,125.00,54.00,40.00,APPROVED
LA: BATON ROUGE,01/01/2021 10:26:00,39.00,1372.00,771.00,235.00,119.00,71.00,113.00,50.00,39.00,APPROVED
LA: BATON ROUGE,01/01/2021 11:26:00,39.00,1352.00,768.00,232.00,116.00,73.00,112.00,49.00,40.00,APPROVED
LA: BATON ROUGE,01/01/2021 12:26:00,39.00,1326.00,744.00,225.00,112.00,70.00,111.00,49.00,39.00,APPROVED
LA: BATON ROUGE,01/01/2021 13:27:00,38.00,1295.00,721.00,220.00,110.00,67.00,106.00,48.00,39.00,APPROVED
LA: BATON ROUGE,01/01/2021 14:27:00,37.00,1290.00,711.00,214.00,105.00,66.00,104.00,47.00,37.00,APPROVED
LA: BATON ROUGE,01/01/2021 15:27:00,37.00,1297.00,717.00,217.00,108.00,66.00,106.00,46.00,39.00,APPROVED
LA: BATON ROUGE,01/01/2021 16:27:00,38.00,1304.00,730.00,217.00,108.00,66.00,106.00,45.00,39.00,APPROVED
LA: BATON ROUGE,01/01/2021 17:28:00,38.00,1306.00,727.00,221.00,107.00,67.00,104.00,48.00,37.00,APPROVED
LA: BATON ROUGE,01/01/2021 18:28:00,37.00,1310.00,726.00,222.00,107.00,68.00,107.00,47.00,38.00,APPROVED
LA: BATON ROUGE,01/01/2021 19:28:00,39.00,1313.00,720.00,215.00,106.00,68.00,106.00,47.00,38.00,APPROVED
LA: BATON ROUGE,01/01/2021 20:28:00,39.00,1321.00,714.00,217.00,105.00,67.00,105.00,46.00,38.00,APPROVED
LA: BATON ROUGE,01/01/2021 21:28:00,37.00,1325.00,729.00,217.00,105.00,68.00,105.00,47.00,39.00,APPROVED
LA: BATON ROUGE,01/01/2021 22:29:00,37.00,1309.00,713.00,220.00,105.00,67.00,106.00,48.00,38.00,APPROVED
LA: BATON ROUGE,01/01/2021 23:29:00,38.00,1318.00,722.00,220.00,105.00,66.00,104.00,48.00,38.00,APPROVED
LA: BATON ROUGE,01/02/2021 00:29:00,40.00,1323.00,724.00,219.00,105.00,69.00,105.00,47.00,39.00,APPROVED
LA: BATON ROUGE,01/02/2021 01:29:00,37.00,1330.00,722.00,217.00,106.00,67.00,104.00,46.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2021 02:29:00,39.00,1322.00,725.00,217.00,104.00,68.00,103.00,47.00,38.00,APPROVED
LA: BATON ROUGE,01/02/2021 03:30:00,38.00,1330.00,723.00,220.00,106.00,68.00,105.00,46.00,39.00,APPROVED
LA: BATON ROUGE,01/02/2021 04:30:00,38.00,1329.00,723.00,219.00,103.00,69.00,104.00,47.00,39.00,APPROVED
LA: BATON ROUGE,01/02/2021 05:30:00,39.00,1327.00,725.00,217.00,105.00,66.00,107.00,46.00,39.00,APPROVED
LA: BATON ROUGE,01/02/2021 06:30:00,39.00,1343.00,733.00,219.00,103.00,67.00,106.00,46.00,38.00,APPROVED
LA: BATON ROUGE,01/02/2021 07:31:00,36.00,1359.00,748.00,222.00,110.00,68.00,106.00,49.00,40.00,APPROVED
LA: BATON ROUGE,01/02/2021 08:31:00,38.00,1358.00,751.00,225.00,111.00,70.00,108.00,48.00,39.00,APPROVED
LA: BATON ROUGE,01/02/2021 09:31:00,37.00,1360.00,760.00,225.00,112.00,67.00,108.00,48.00,38.00,APPROVED
LA: BATON ROUGE,01/02/2021 10:31:00,38.00,1365.00,761.00,226.00,111.00,71.00,109.00,49.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2021 11:31:00,38.00,1362.00,756.00,229.00,109.00,71.00,108.00,49.00,40.00,APPROVED
LA: BATON ROUGE,01/02/2021 12:32:00,39.00,1366.00,752.00,223.00,112.00,70.00,107.00,48.00,40.00,APPROVED
LA: BATON ROUGE,01/02/2021 13:32:00,38.00,1362.00,752.00,225.00,110.00,69.00,105.00,48.00,39.00,APPROVED
LA: BATON ROUGE,01/02/2021 14:32:00,40.00,1365.00,749.00,223.00,110.00,71.00,106.00,49.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2021 15:32:00,37.00,1378.00,762.00,227.00,113.00,72.00,110.00,49.00,40.00,APPROVED
LA: BATON ROUGE,01/02/2021 16:33:00,39.00,1384.00,768.00,227.00,116.00,71.00,109.00,50.00,40.00,APPROVED
LA: BATON ROUGE,01/02/2021 17:33:00,39.00,1384.00,781.00,232.00,115.00,72.00,113.00,51.00,40.00,APPROVED
LA: BATON ROUGE,01/02/2021 18:33:00,40.00,1385.00,776.00,234.00,117.00,74.00,112.00,49.00,38.00,APPROVED
LA: BATON ROUGE,01/02/2021 19:33:00,41.00,1377.00,778.00,231.00,115.00,74.00,113.00,51.00,40.00,APPROVED
LA: BATON ROUGE,01/02/2021 20:33:00,40.00,1377.00,772.00,233.00,114.00,72.00,113.00,49.00,39.00,APPROVED
LA: BATON ROUGE,01/02/2021 21:34:00,39.00,1376.00,768.00,234.00,112.00,72.00,112.00,48.00,40.00,APPROVED
LA: BATON ROUGE,01/02/2021 22:34:00,38.00,1369.00,760.00,232.00,114.00,72.00,110.00,51.00,39.00,APPROVED
LA: BATON ROUGE,01/02/2021 23:34:00,39.00,1374.00,768.00,231.00,114.00,70.00,111.00,49.00,40.00,APPROVED
LA: BATON ROUGE,01/03/2021 00:34:00,39.00,1372.00,759.00,231.00,114.00,71.00,109.00,50.00,40.00,APPROVED
LA: BATON ROUGE,01/03/2021 01:35:00,40.00,1376.00,769.00,232.00,114.00,72.00,109.00,49.00,40.00,APPROVED
LA: BATON ROUGE,01/03/2021 02:35:00,38.00,1372.00,767.00,230.00,115.00,73.00,110.00,51.00,41.00,APPROVED
LA: BATON ROUGE,01/03/2021 03:35:00,38.00,1382.00,765.00,227.00,115.00,74.00,109.00,48.00,39.00,APPROVED
LA: BATON ROUGE,01/03/2021 04:35:00,39.00,1374.00,766.00,231.00,114.00,72.00,111.00,48.00,39.00,APPROVED
LA: BATON ROUGE,01/03/2021 05:35:00,39.00,1370.00,767.00,233.00,115.00,72.00,110.00,50.00,39.00,APPROVED
LA: BATON ROUGE,01/03/2021 06:36:00,39.00,1371.00,767.00,230.00,117.00,73.00,110.00,50.00,40.00,APPROVED
LA: BATON ROUGE,01/03/2021 07:36:00,38.00,1377.00,769.00,228.00,116.00,72.00,112.00,51.00,41.00,APPROVED
LA: BATON ROUGE,01/03/2021 08:36:00,38.00,1367.00,766.00,231.00,114.00,74.00,108.00,50.00,40.00,APPROVED
LA: BATON ROUGE,01/03/2021 09:36:00,39.00,1376.00,769.00,234.00,116.00,75.00,111.00,50.00,40.00,APPROVED
LA: BATON ROUGE,01/03/2021 10:36:00,38.00,1395.00,785.00,235.00,117.00,76.00,112.00,52.00,39.00,APPROVED
LA: BATON ROUGE,01/03/2021 11:37:00,40.00,1398.00,798.00,235.00,123.00,74.00,114.00,53.00,41.00,APPROVED
LA: BATON ROUGE,01/03/2021 12:37:00,38.00,1412.00,809.00,241.00,125.00,73.00,113.00,52.00,42.00,APPROVED
LA: BATON ROUGE,01/03/2021 13:37:00,39.00,1409.00,813.00,240.00,125.00,76.00,116.00,54.00,42.00,APPROVED
LA: BATON ROUGE,01/03/2021 14:37:00,38.00,1414.00,801.00,243.00,123.00,75.00,115.00,53.00,41.00,APPROVED
LA: BATON ROUGE,01/03/2021 15:38:00,40.00,1374.00,781.00,241.00,116.00,74.00,111.00,52.00,41.00,APPROVED
LA: BATON ROUGE,01/03/2021 16:38:00,40.00,1356.00,744.00,231.00,110.00,71.00,108.00,48.00,39.00,APPROVED
LA: BATON ROUGE,01/03/2021 17:38:00,39.00,1331.00,728.00,218.00,103.00,68.00,105.00,47.00,38.00,APPROVED
LA: BATON ROUGE,01/03/2021 18:38:00,39.00,1320.00,715.00,218.00,101.00,67.00,102.00,45.00,39.00,APPROVED
LA: BATON ROUGE,01/03/2021 19:38:00,40.00,1332.00,718.00,221.00,102.00,69.00,103.00,45.00,39.00,APPROVED
LA: BATON ROUGE,01/03/2021 20:39:00,39.00,1353.00,744.00,221.00,104.00,68.00,106.00,46.00,38.00,APPROVED
LA: BATON ROUGE,01/03/2021 21:39:00,39.00,1357.00,738.00,223.00,107.00,68.00,105.00,46.00,39.00,APPROVED
LA: BATON ROUGE,01/03/2021 22:39:00,38.00,1358.00,740.00,224.00,105.00,71.00,107.00,48.00,40.00,APPROVED
LA: BATON ROUGE,01/03/2021 23:39:00,39.00,1354.00,737.00,226.00,105.00,68.00,106.00,46.00,38.00,APPROVED
LA: BATON ROUGE,01/04/2021 00:40:00,40.00,1355.00,737.00,222.00,104.00,68.00,104.00,48.00,39.00,APPROVED
LA: BATON ROUGE,01/04/2021 01:40:00,39.00,1361.00,740.00,226.00,110.00,68.00,105.00,48.00,40.00,APPROVED
