LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
LA: BATON ROUGE,01/01/2015 00:13:00,,1652.00,952.00,286.00,151.00,86.00,104.00,63.00,32.00,APPROVED
LA: BATON ROUGE,01/01/2015 01:14:00,,1662.00,948.00,285.00,147.00,86.00,104.00,61.00,33.00,APPROVED
LA: BATON ROUGE,01/01/2015 02:14:00,,1672.00,959.00,288.00,147.00,84.00,104.00,65.00,33.00,APPROVED
LA: BATON ROUGE,01/01/2015 03:14:00,,1667.00,961.00,286.00,147.00,86.00,106.00,62.00,33.00,APPROVED
LA: BATON ROUGE,01/01/2015 04:14:00,,1664.00,952.00,290.00,146.00,85.00,105.00,63.00,33.00,APPROVED
LA: BATON ROUGE,01/01/2015 05:14:00,,1655.00,955.00,288.00,148.00,85.00,107.00,61.00,33.00,APPROVED
LA: BATON ROUGE,01/01/2015 06:15:00,,1658.00,960.00,289.00,145.00,85.00,106.00,63.00,32.00,APPROVED
LA: BATON ROUGE,01/01/2015 07:15:00,,1669.00,962.00,292.00,148.00,86.00,107.00,61.00,32.00,APPROVED
LA: BATON ROUGE,01/01/2015 08:15:00,,1674.00,961.00,292.00,150.00,84.00,106.00,62.00,32.00,APPROVED
LA: BATON ROUGE,01/01/2015 09:15:00,,1670.00,963.00,291.00,151.00,84.00,108.00,63.00,31.00,APPROVED
LA: BATON ROUGE,01/01/2015 10:16:00,,1675.00,985.00,294.00,154.00,87.00,112.00,62.00,32.00,APPROVED
LA: BATON ROUGE,01/01/2015 11:16:00,,1694.00,988.00,302.00,154.00,87.00,110.00,63.00,33.00,APPROVED
LA: BATON ROUGE,01/01/2015 12:16:00,,1698.00,990.00,303.00,159.00,85.00,111.00,67.00,32.00,APPROVED
LA: BATON ROUGE,01/01/2015 13:16:00,,1694.00,999.00,303.00,153.00,87.00,110.00,64.00,33.00,APPROVED
LA: BATON ROUGE,01/01/2015 14:17:00,,1711.00,1000.00,307.00,159.00,88.00,112.00,65.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2015 15:17:00,,1705.00,1001.00,304.00,161.00,88.00,115.00,66.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2015 16:17:00,,1734.00,1034.00,310.00,163.00,93.00,114.00,67.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2015 17:17:00,,1733.00,1023.00,308.00,166.00,91.00,116.00,67.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2015 18:18:00,,1733.00,1021.00,308.00,167.00,89.00,113.00,69.00,34.00,APPROVED
LA: BATON ROUGE,01/01/2015 19:18:00,,1728.00,1024.00,310.00,164.00,92.00,113.00,68.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2015 20:18:00,,1731.00,1023.00,307.00,168.00,93.00,114.00,68.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2015 21:18:00,,1726.00,1031.00,308.00,171.00,93.00,116.00,67.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2015 22:18:00,,1729.00,1033.00,308.00,168.00,93.00,117.00,69.00,35.00,APPROVED
LA: BATON ROUGE,01/01/2015 23:19:00,,1732.00,1040.00,309.00,168.00,92.00,113.00,68.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2015 00:19:00,,1744.00,1035.00,308.00,169.00,90.00,116.00,69.00,35.00,APPROVED
LA: BATON ROUGE,01/02/2015 01:19:00,,1729.00,1025.00,312.00,171.00,92.00,115.00,68.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 02:19:00,,1735.00,1039.00,309.00,170.00,91.00,113.00,66.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 03:20:00,,1736.00,1040.00,309.00,169.00,92.00,117.00,67.00,35.00,APPROVED
LA: BATON ROUGE,01/02/2015 04:20:00,,1727.00,1031.00,308.00,167.00,92.00,115.00,67.00,34.00,APPROVED
LA: BATON ROUGE,01/02/2015 05:20:00,,1740.00,1041.00,307.00,170.00,91.00,113.00,69.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 06:20:00,,1747.00,1038.00,310.00,169.00,91.00,117.00,69.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 07:21:00,,1778.00,1080.00,322.00,179.00,95.00,123.00,69.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2015 08:21:00,,1758.00,1068.00,317.00,176.00,96.00,120.00,70.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2015 09:21:00,,1729.00,1047.00,308.00,171.00,92.00,116.00,69.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 10:21:00,,1726.00,1036.00,307.00,169.00,92.00,116.00,69.00,35.00,APPROVED
LA: BATON ROUGE,01/02/2015 11:21:00,,1731.00,1032.00,310.00,169.00,93.00,115.00,68.00,35.00,APPROVED
LA: BATON ROUGE,01/02/2015 12:22:00,,1716.00,1032.00,307.00,171.00,91.00,116.00,67.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2015 13:22:00,,1782.00,1086.00,318.00,180.00,97.00,121.00,71.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 14:22:00,,1739.00,1054.00,317.00,176.00,95.00,117.00,70.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 15:22:00,,1707.00,1037.00,309.00,179.00,94.00,118.00,69.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 16:23:00,,1684.00,1026.00,299.00,175.00,91.00,115.00,70.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2015 17:23:00,,1666.00,1000.00,298.00,166.00,90.00,112.00,68.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 18:23:00,,1643.00,981.00,290.00,162.00,90.00,107.00,66.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2015 19:23:00,,1618.00,961.00,288.00,159.00,88.00,107.00,66.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 20:24:00,,1601.00,954.00,283.00,156.00,90.00,107.00,66.00,37.00,APPROVED
LA: BATON ROUGE,01/02/2015 21:24:00,,1603.00,950.00,287.00,154.00,88.00,104.00,66.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 22:24:00,,1586.00,944.00,285.00,151.00,86.00,105.00,67.00,36.00,APPROVED
LA: BATON ROUGE,01/02/2015 23:24:00,,1595.00,937.00,283.00,151.00,86.00,103.00,67.00,35.00,APPROVED
LA: BATON ROUGE,01/03/2015 00:24:00,,1600.00,940.00,283.00,152.00,86.00,104.00,66.00,34.00,APPROVED
LA: BATON ROUGE,01/03/2015 01:25:00,,1602.00,932.00,279.00,151.00,82.00,104.00,64.00,34.00,APPROVED
LA: BATON ROUGE,01/03/2015 02:25:00,,1596.00,935.00,279.00,148.00,85.00,103.00,65.00,35.00,APPROVED
LA: BATON ROUGE,01/03/2015 03:25:00,,1593.00,921.00,275.00,146.00,82.00,101.00,65.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 04:25:00,,1590.00,915.00,276.00,142.00,83.00,98.00,63.00,34.00,APPROVED
LA: BATON ROUGE,01/03/2015 05:26:00,,1580.00,912.00,272.00,141.00,80.00,97.00,63.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 06:26:00,,1575.00,896.00,275.00,141.00,81.00,97.00,62.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 07:26:00,,1581.00,908.00,270.00,139.00,81.00,97.00,63.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 08:26:00,,1575.00,894.00,271.00,140.00,80.00,95.00,62.00,32.00,APPROVED
LA: BATON ROUGE,01/03/2015 09:27:00,,1570.00,903.00,270.00,138.00,78.00,97.00,63.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 10:27:00,,1569.00,908.00,274.00,136.00,81.00,97.00,62.00,34.00,APPROVED
LA: BATON ROUGE,01/03/2015 11:27:00,,1586.00,912.00,273.00,139.00,80.00,99.00,61.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 12:27:00,,1570.00,903.00,272.00,141.00,81.00,97.00,63.00,34.00,APPROVED
LA: BATON ROUGE,01/03/2015 13:27:00,,1579.00,910.00,273.00,141.00,82.00,96.00,62.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 14:28:00,,1570.00,902.00,272.00,141.00,83.00,98.00,60.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 15:28:00,,1562.00,898.00,274.00,139.00,83.00,100.00,63.00,32.00,APPROVED
LA: BATON ROUGE,01/03/2015 16:28:00,,1563.00,902.00,271.00,142.00,82.00,97.00,62.00,33.00,APPROVED
LA: BATON ROUGE,01/03/2015 17:28:00,,1553.00,902.00,272.00,140.00,82.00,96.00,63.00,34.00,APPROVED
LA: BATON ROUGE,01/03/2015 18:29:00,,1747.00,1063.00,303.00,172.00,90.00,113.00,68.00,38.00,APPROVED
LA: BATON ROUGE,01/03/2015 19:29:00,,1707.00,1038.00,310.00,169.00,91.00,113.00,69.00,38.00,APPROVED
LA: BATON ROUGE,01/03/2015 20:29:00,,1548.00,909.00,274.00,147.00,82.00,101.00,63.00,35.00,APPROVED
LA: BATON ROUGE,01/03/2015 21:29:00,,1551.00,913.00,274.00,144.00,80.00,98.00,64.00,35.00,APPROVED
LA: BATON ROUGE,01/03/2015 22:30:00,,1606.00,953.00,282.00,155.00,85.00,103.00,64.00,35.00,APPROVED
LA: BATON ROUGE,01/03/2015 23:30:00,,1557.00,907.00,273.00,148.00,79.00,98.00,62.00,34.00,APPROVED
LA: BATON ROUGE,01/04/2015 00:30:00,,1634.00,968.00,284.00,155.00,84.00,104.00,64.00,35.00,APPROVED
LA: BATON ROUGE,01/04/2015 01:30:00,,1955.00,1218.00,347.00,199.00,98.00,130.00,76.00,41.00,APPROVED
LA: BATON ROUGE,01/04/2015 02:31:00,,2087.00,1337.00,383.00,225.00,111.00,145.00,83.00,45.00,APPROVED
LA: BATON ROUGE,01/04/2015 03:31:00,,2198.00,1429.00,408.00,244.00,121.00,157.00,88.00,46.00,APPROVED
LA: BATON ROUGE,01/04/2015 04:31:00,,2166.00,1394.00,399.00,240.00,119.00,152.00,84.00,46.00,APPROVED
LA: BATON ROUGE,01/04/2015 05:31:00,,2411.00,1597.00,444.00,272.00,129.00,172.00,93.00,47.00,APPROVED
LA: BATON ROUGE,01/04/2015 06:31:00,,2191.00,1424.00,415.00,246.00,124.00,163.00,88.00,46.00,APPROVED
LA: BATON ROUGE,01/04/2015 07:32:00,,1744.00,1052.00,314.00,176.00,94.00,116.00,70.00,36.00,APPROVED
LA: BATON ROUGE,01/04/2015 08:32:00,,1607.00,958.00,285.00,158.00,87.00,105.00,65.00,36.00,APPROVED
LA: BATON ROUGE,01/04/2015 09:32:00,,1623.00,968.00,286.00,158.00,87.00,108.00,65.00,35.00,APPROVED
LA: BATON ROUGE,01/04/2015 10:32:00,,1668.00,986.00,295.00,162.00,89.00,114.00,65.00,35.00,APPROVED
LA: BATON ROUGE,01/04/2015 11:33:00,,1679.00,1022.00,298.00,174.00,91.00,113.00,65.00,36.00,APPROVED
LA: BATON ROUGE,01/04/2015 12:33:00,,1689.00,1024.00,307.00,173.00,91.00,116.00,68.00,36.00,APPROVED
LA: BATON ROUGE,01/04/2015 13:33:00,,1686.00,1022.00,305.00,171.00,91.00,116.00,67.00,35.00,APPROVED
LA: BATON ROUGE,01/04/2015 14:33:00,,1682.00,1026.00,303.00,168.00,90.00,115.00,66.00,37.00,APPROVED
LA: BATON ROUGE,01/04/2015 15:34:00,,1687.00,1016.00,306.00,169.00,90.00,117.00,68.00,36.00,APPROVED
LA: BATON ROUGE,01/04/2015 16:34:00,,1705.00,1033.00,305.00,174.00,90.00,114.00,68.00,36.00,APPROVED
LA: BATON ROUGE,01/04/2015 17:34:00,,1721.00,1047.00,311.00,177.00,92.00,118.00,68.00,36.00,APPROVED
LA: BATON ROUGE,01/04/2015 18:34:00,,1734.00,1050.00,314.00,180.00,94.00,122.00,68.00,38.00,APPROVED
LA: BATON ROUGE,01/04/2015 19:35:00,,1748.00,1061.00,310.00,178.00,94.00,117.00,69.00,38.00,APPROVED
LA: BATON ROUGE,01/04/2015 20:35:00,,1731.00,1050.00,303.00,174.00,94.00,117.00,68.00,37.00,APPROVED
LA: BATON ROUGE,01/04/2015 21:35:00,,1747.00,1064.00,312.00,175.00,92.00,115.00,70.00,37.00,APPROVED
LA: BATON ROUGE,01/04/2015 22:35:00,,1756.00,1065.00,315.00,176.00,94.00,120.00,69.00,36.00,APPROVED
LA: BATON ROUGE,01/04/2015 23:35:00,,1734.00,1053.00,312.00,177.00,94.00,119.00,68.00,37.00,APPROVED
LA: BATON ROUGE,01/05/2015 00:36:00,,1729.00,1063.00,309.00,180.00,93.00,120.00,70.00,37.00,APPROVED
LA: BATON ROUGE,01/05/2015 01:36:00,,1731.00,1053.00,312.00,174.00,94.00,118.00,69.00,36.00,APPROVED
LA: BATON ROUGE,01/05/2015 02:36:00,,1733.00,1038.00,314.00,175.00,91.00,118.00,68.00,35.00,APPROVED
LA: BATON ROUGE,01/05/2015 03:36:00,,1725.00,1032.00,308.00,168.00,93.00,114.00,66.00,34.00,APPROVED
LA: BATON ROUGE,01/05/2015 04:37:00,,1749.00,1047.00,314.00,170.00,92.00,116.00,68.00,35.00,APPROVED
LA: BATON ROUGE,01/05/2015 05:37:00,,1749.00,1051.00,316.00,169.00,95.00,119.00,69.00,34.00,APPROVED
