LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
AZ: PHOENIX,01/01/2021 00:58:00,92.00,3023.00,1694.00,517.00,271.00,180.00,220.00,102.00,41.00,APPROVED
AZ: PHOENIX,01/01/2021 01:58:00,92.00,3056.00,1703.00,525.00,265.00,178.00,225.00,100.00,41.00,APPROVED
AZ: PHOENIX,01/01/2021 02:58:00,90.00,3088.00,1728.00,538.00,270.00,184.00,235.00,92.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 03:58:00,93.00,3102.00,1758.00,545.00,277.00,181.00,241.00,99.00,41.00,APPROVED
AZ: PHOENIX,01/01/2021 04:58:00,92.00,3120.00,1758.00,550.00,275.00,186.00,243.00,97.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 05:59:00,92.00,3160.00,1788.00,566.00,280.00,189.00,244.00,102.00,43.00,APPROVED
AZ: PHOENIX,01/01/2021 06:59:00,92.00,3166.00,1779.00,566.00,278.00,185.00,249.00,97.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 07:59:00,92.00,3126.00,1772.00,550.00,275.00,187.00,245.00,96.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 08:59:00,90.00,3096.00,1760.00,550.00,273.00,182.00,236.00,98.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 10:00:00,91.00,3137.00,1765.00,549.00,273.00,187.00,238.00,98.00,44.00,APPROVED
AZ: PHOENIX,01/01/2021 11:00:00,93.00,3137.00,1767.00,551.00,274.00,188.00,237.00,98.00,43.00,APPROVED
AZ: PHOENIX,01/01/2021 12:00:00,93.00,3175.00,1787.00,559.00,278.00,182.00,240.00,97.00,44.00,APPROVED
AZ: PHOENIX,01/01/2021 13:00:00,93.00,3203.00,1792.00,555.00,279.00,187.00,247.00,96.00,43.00,APPROVED
AZ: PHOENIX,01/01/2021 14:01:00,95.00,3195.00,1804.00,562.00,278.00,188.00,248.00,97.00,44.00,APPROVED
AZ: PHOENIX,01/01/2021 15:01:00,91.00,3210.00,1820.00,564.00,275.00,186.00,249.00,97.00,44.00,APPROVED
AZ: PHOENIX,01/01/2021 16:01:00,95.00,3233.00,1828.00,567.00,280.00,187.00,246.00,98.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 17:01:00,93.00,3190.00,1786.00,553.00,276.00,185.00,245.00,94.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 18:01:00,93.00,3141.00,1736.00,543.00,269.00,183.00,233.00,95.00,41.00,APPROVED
AZ: PHOENIX,01/01/2021 19:02:00,92.00,3110.00,1700.00,525.00,267.00,180.00,223.00,104.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 20:02:00,93.00,3085.00,1710.00,520.00,269.00,178.00,220.00,107.00,42.00,APPROVED
AZ: PHOENIX,01/01/2021 21:02:00,93.00,3019.00,1666.00,511.00,264.00,178.00,212.00,111.00,41.00,APPROVED
AZ: PHOENIX,01/01/2021 22:02:00,88.00,2972.00,1640.00,498.00,259.00,174.00,205.00,112.00,41.00,APPROVED
AZ: PHOENIX,01/01/2021 23:03:00,87.00,2966.00,1646.00,496.00,259.00,177.00,199.00,114.00,40.00,APPROVED
AZ: PHOENIX,01/02/2021 00:03:00,90.00,2978.00,1632.00,500.00,255.00,175.00,204.00,113.00,39.00,APPROVED
AZ: PHOENIX,01/02/2021 01:03:00,88.00,2967.00,1617.00,491.00,255.00,173.00,204.00,109.00,40.00,APPROVED
AZ: PHOENIX,01/02/2021 02:03:00,88.00,2956.00,1602.00,482.00,251.00,171.00,206.00,100.00,39.00,APPROVED
AZ: PHOENIX,01/02/2021 03:03:00,83.00,2955.00,1588.00,480.00,248.00,169.00,211.00,90.00,41.00,APPROVED
AZ: PHOENIX,01/02/2021 04:04:00,89.00,2941.00,1582.00,487.00,253.00,172.00,218.00,89.00,41.00,APPROVED
AZ: PHOENIX,01/02/2021 05:04:00,89.00,2945.00,1586.00,488.00,253.00,170.00,217.00,84.00,40.00,APPROVED
AZ: PHOENIX,01/02/2021 06:04:00,90.00,2956.00,1602.00,492.00,253.00,172.00,218.00,83.00,40.00,APPROVED
AZ: PHOENIX,01/02/2021 07:04:00,89.00,2979.00,1619.00,497.00,255.00,172.00,223.00,87.00,40.00,APPROVED
AZ: PHOENIX,01/02/2021 08:05:00,91.00,2998.00,1627.00,500.00,254.00,173.00,221.00,90.00,40.00,APPROVED
AZ: PHOENIX,01/02/2021 09:05:00,89.00,3031.00,1654.00,512.00,258.00,177.00,228.00,89.00,41.00,APPROVED
AZ: PHOENIX,01/02/2021 10:05:00,90.00,3048.00,1665.00,514.00,261.00,178.00,228.00,85.00,42.00,APPROVED
AZ: PHOENIX,01/02/2021 11:05:00,90.00,3090.00,1688.00,521.00,259.00,180.00,236.00,88.00,41.00,APPROVED
AZ: PHOENIX,01/02/2021 12:06:00,91.00,3118.00,1714.00,523.00,263.00,179.00,234.00,90.00,41.00,APPROVED
AZ: PHOENIX,01/02/2021 13:06:00,94.00,3158.00,1736.00,538.00,269.00,184.00,233.00,91.00,42.00,APPROVED
