LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
AZ: PHOENIX,02/12/2010 19:23:00,,7144.00,2465.00,685.00,387.00,208.00,280.00,169.00,50.00,APPROVED
AZ: PHOENIX,04/15/2010 13:51:00,,8095.00,2912.00,842.00,500.00,252.00,339.00,200.00,64.00,APPROVED
AZ: PHOENIX,04/26/2010 14:11:00,,8206.00,2848.00,840.00,484.00,247.00,331.00,205.00,64.00,APPROVED
AZ: PHOENIX,04/29/2010 14:42:00,,6931.00,2354.00,667.00,375.00,191.00,286.00,170.00,41.00,APPROVED
AZ: PHOENIX,05/02/2010 21:11:00,,4652.00,2203.00,621.00,347.00,200.00,269.00,163.00,43.00,APPROVED
AZ: PHOENIX,05/02/2010 22:11:00,,4387.00,2125.00,604.00,333.00,197.00,263.00,159.00,42.00,APPROVED
AZ: PHOENIX,05/10/2010 07:19:00,,6852.00,2353.00,648.00,355.00,200.00,273.00,170.00,45.00,APPROVED
AZ: PHOENIX,05/10/2010 08:20:00,,8141.00,2408.00,661.00,358.00,202.00,275.00,170.00,42.00,APPROVED
AZ: PHOENIX,05/10/2010 09:20:00,,9016.00,2470.00,672.00,357.00,204.00,272.00,171.00,43.00,APPROVED
AZ: PHOENIX,05/10/2010 10:20:00,,9156.00,2500.00,677.00,367.00,205.00,276.00,174.00,44.00,APPROVED
AZ: PHOENIX,05/10/2010 11:20:00,,9504.00,2530.00,681.00,369.00,206.00,276.00,171.00,43.00,APPROVED
AZ: PHOENIX,05/16/2010 05:59:00,,5953.00,2393.00,684.00,374.00,210.00,284.00,178.00,48.00,APPROVED
AZ: PHOENIX,05/16/2010 06:59:00,,7155.00,2509.00,708.00,393.00,216.00,295.00,179.00,51.00,APPROVED
AZ: PHOENIX,11/24/2010 16:37:00,,6487.00,2623.00,725.00,387.00,236.00,331.00,90.00,52.00,APPROVED
AZ: PHOENIX,11/24/2010 17:37:00,,5060.00,2345.00,677.00,352.00,220.00,311.00,89.00,53.00,APPROVED
