LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
AZ: PHOENIX,03/01/2009 22:35:00,,4370.00,2011.00,570.00,308.00,196.00,241.00,116.00,51.00,APPROVED
AZ: PHOENIX,03/01/2009 23:35:00,,4336.00,2001.00,572.00,303.00,191.00,235.00,120.00,50.00,APPROVED
AZ: PHOENIX,03/03/2009 00:47:00,,4263.00,1890.00,541.00,292.00,193.00,224.00,119.00,45.00,APPROVED
AZ: PHOENIX,03/17/2009 22:40:00,,4333.00,1952.00,554.00,297.00,193.00,228.00,115.00,48.00,APPROVED
AZ: PHOENIX,03/17/2009 23:40:00,,4279.00,1928.00,543.00,291.00,191.00,228.00,115.00,46.00,APPROVED
AZ: PHOENIX,03/18/2009 20:44:00,,4545.00,2105.00,590.00,325.00,204.00,245.00,123.00,53.00,APPROVED
AZ: PHOENIX,03/20/2009 20:01:00,,4587.00,2110.00,589.00,330.00,201.00,253.00,119.00,51.00,APPROVED
AZ: PHOENIX,04/06/2009 20:37:00,,4439.00,1979.00,553.00,298.00,192.00,233.00,109.00,44.00,APPROVED
AZ: PHOENIX,04/19/2009 17:20:00,,4565.00,2111.00,588.00,314.00,199.00,247.00,110.00,51.00,APPROVED
AZ: PHOENIX,04/21/2009 03:13:00,,4273.00,1911.00,534.00,294.00,190.00,218.00,120.00,42.00,APPROVED
AZ: PHOENIX,04/23/2009 17:33:00,,4543.00,1999.00,557.00,297.00,192.00,239.00,110.00,44.00,APPROVED
AZ: PHOENIX,04/24/2009 03:35:00,,4552.00,1959.00,540.00,286.00,187.00,217.00,115.00,41.00,APPROVED
AZ: PHOENIX,04/24/2009 23:39:00,,4349.00,1929.00,543.00,293.00,190.00,222.00,118.00,44.00,APPROVED
AZ: PHOENIX,04/29/2009 21:12:00,,4326.00,1919.00,542.00,285.00,190.00,225.00,110.00,46.00,APPROVED
AZ: PHOENIX,04/30/2009 01:13:00,,4272.00,1894.00,538.00,287.00,191.00,220.00,118.00,44.00,APPROVED
AZ: PHOENIX,04/30/2009 08:14:00,,6758.00,2268.00,595.00,321.00,200.00,257.00,94.00,47.00,APPROVED
AZ: PHOENIX,04/30/2009 18:55:00,,4380.00,1957.00,547.00,297.00,194.00,231.00,113.00,43.00,APPROVED
AZ: PHOENIX,05/02/2009 04:02:00,,4599.00,2056.00,562.00,309.00,196.00,236.00,117.00,46.00,APPROVED
AZ: PHOENIX,05/02/2009 20:05:00,,4309.00,1915.00,546.00,287.00,190.00,225.00,113.00,46.00,APPROVED
AZ: PHOENIX,05/02/2009 21:05:00,,4236.00,1898.00,537.00,285.00,188.00,223.00,111.00,45.00,APPROVED
AZ: PHOENIX,05/03/2009 00:06:00,,4183.00,1869.00,534.00,282.00,183.00,218.00,113.00,45.00,APPROVED
AZ: PHOENIX,05/03/2009 20:10:00,,4260.00,1911.00,560.00,298.00,194.00,224.00,118.00,48.00,APPROVED
AZ: PHOENIX,05/04/2009 19:13:00,,4216.00,1859.00,527.00,282.00,187.00,220.00,109.00,42.00,APPROVED
AZ: PHOENIX,05/05/2009 17:17:00,,4589.00,2142.00,602.00,342.00,208.00,256.00,122.00,50.00,APPROVED
AZ: PHOENIX,05/06/2009 04:19:00,,4392.00,1938.00,543.00,288.00,189.00,221.00,115.00,47.00,APPROVED
AZ: PHOENIX,05/08/2009 15:01:00,,5387.00,2401.00,639.00,379.00,221.00,285.00,122.00,52.00,APPROVED
AZ: PHOENIX,05/09/2009 08:04:00,,4670.00,2052.00,558.00,300.00,193.00,231.00,117.00,45.00,APPROVED
AZ: PHOENIX,05/09/2009 15:05:00,,5033.00,2274.00,610.00,352.00,212.00,265.00,121.00,51.00,APPROVED
AZ: PHOENIX,05/10/2009 15:10:00,,5060.00,2269.00,611.00,354.00,208.00,270.00,116.00,50.00,APPROVED
AZ: PHOENIX,05/12/2009 15:44:00,,4711.00,2105.00,570.00,320.00,193.00,246.00,111.00,48.00,APPROVED
AZ: PHOENIX,05/16/2009 15:45:00,,4786.00,2197.00,605.00,346.00,207.00,265.00,120.00,49.00,APPROVED
AZ: PHOENIX,05/17/2009 05:47:00,,4451.00,2027.00,554.00,307.00,196.00,231.00,122.00,44.00,APPROVED
AZ: PHOENIX,05/21/2009 06:28:00,,4544.00,2041.00,560.00,307.00,198.00,233.00,116.00,46.00,APPROVED
AZ: PHOENIX,05/24/2009 04:21:00,,4508.00,1974.00,542.00,291.00,192.00,227.00,114.00,44.00,APPROVED
AZ: PHOENIX,05/24/2009 16:23:00,,4709.00,2105.00,578.00,320.00,197.00,247.00,113.00,47.00,APPROVED
AZ: PHOENIX,05/25/2009 05:25:00,,4485.00,1973.00,546.00,291.00,192.00,219.00,113.00,46.00,APPROVED
AZ: PHOENIX,05/26/2009 05:30:00,,4491.00,1990.00,554.00,291.00,192.00,221.00,117.00,47.00,APPROVED
AZ: PHOENIX,05/26/2009 06:30:00,,4635.00,2038.00,554.00,299.00,192.00,226.00,116.00,45.00,APPROVED
AZ: PHOENIX,05/26/2009 16:42:00,,4233.00,1879.00,521.00,284.00,186.00,225.00,106.00,42.00,APPROVED
AZ: PHOENIX,05/27/2009 05:44:00,,4491.00,1981.00,539.00,288.00,189.00,225.00,116.00,43.00,APPROVED
AZ: PHOENIX,05/27/2009 06:45:00,,4656.00,2028.00,541.00,293.00,188.00,228.00,110.00,44.00,APPROVED
AZ: PHOENIX,05/27/2009 16:46:00,,4422.00,1985.00,563.00,305.00,191.00,237.00,111.00,47.00,APPROVED
AZ: PHOENIX,05/28/2009 04:49:00,,4416.00,1990.00,550.00,298.00,193.00,229.00,121.00,45.00,APPROVED
AZ: PHOENIX,05/30/2009 15:34:00,,4494.00,2010.00,555.00,303.00,197.00,237.00,106.00,45.00,APPROVED
AZ: PHOENIX,06/01/2009 03:41:00,,4186.00,1870.00,534.00,284.00,189.00,221.00,121.00,46.00,APPROVED
AZ: PHOENIX,06/01/2009 06:42:00,,4568.00,2037.00,567.00,308.00,196.00,239.00,115.00,46.00,APPROVED
