LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
AZ: PHOENIX,03/20/2008 06:52:00,,4441.00,2018.00,550.00,302.00,185.00,212.00,141.00,40.00,APPROVED
AZ: PHOENIX,03/20/2008 07:52:00,,4588.00,2059.00,555.00,309.00,186.00,212.00,142.00,42.00,APPROVED
AZ: PHOENIX,03/20/2008 08:52:00,,4740.00,2146.00,567.00,317.00,191.00,217.00,145.00,42.00,APPROVED
AZ: PHOENIX,03/20/2008 09:53:00,,4908.00,2203.00,585.00,324.00,197.00,221.00,144.00,43.00,APPROVED
AZ: PHOENIX,03/20/2008 10:53:00,,4996.00,2222.00,590.00,333.00,198.00,220.00,144.00,42.00,APPROVED
AZ: PHOENIX,03/20/2008 11:53:00,,5009.00,2206.00,590.00,327.00,197.00,225.00,146.00,42.00,APPROVED
AZ: PHOENIX,03/20/2008 12:53:00,,5077.00,2216.00,587.00,323.00,195.00,222.00,144.00,44.00,APPROVED
AZ: PHOENIX,03/20/2008 13:53:00,,5017.00,2187.00,573.00,316.00,191.00,221.00,142.00,41.00,APPROVED
AZ: PHOENIX,03/22/2008 08:21:00,,4631.00,2198.00,587.00,352.00,198.00,238.00,155.00,47.00,APPROVED
AZ: PHOENIX,03/26/2008 00:53:00,,3574.00,1693.00,506.00,297.00,182.00,220.00,148.00,41.00,APPROVED
AZ: PHOENIX,03/28/2008 22:14:00,,3600.00,1714.00,514.00,297.00,187.00,225.00,146.00,43.00,APPROVED
AZ: PHOENIX,04/08/2008 05:49:00,,4274.00,1954.00,535.00,303.00,185.00,217.00,144.00,40.00,APPROVED
AZ: PHOENIX,04/08/2008 08:49:00,,4030.00,1909.00,545.00,310.00,187.00,221.00,145.00,42.00,APPROVED
AZ: PHOENIX,04/12/2008 23:51:00,,3627.00,1693.00,504.00,279.00,175.00,212.00,138.00,39.00,APPROVED
AZ: PHOENIX,04/13/2008 17:55:00,,3799.00,1816.00,532.00,302.00,186.00,219.00,146.00,43.00,APPROVED
AZ: PHOENIX,04/14/2008 17:08:00,,3833.00,1809.00,519.00,299.00,185.00,222.00,141.00,41.00,APPROVED
AZ: PHOENIX,04/25/2008 21:03:00,,3609.00,1670.00,493.00,272.00,172.00,212.00,139.00,38.00,APPROVED
AZ: PHOENIX,04/26/2008 00:04:00,,3526.00,1617.00,489.00,269.00,176.00,207.00,137.00,38.00,APPROVED
AZ: PHOENIX,04/28/2008 17:39:00,,3691.00,1744.00,510.00,293.00,178.00,215.00,140.00,40.00,APPROVED
AZ: PHOENIX,04/29/2008 02:41:00,,3590.00,1694.00,501.00,282.00,179.00,217.00,143.00,38.00,APPROVED
AZ: PHOENIX,04/29/2008 03:41:00,,3768.00,1771.00,515.00,294.00,180.00,219.00,142.00,40.00,APPROVED
AZ: PHOENIX,05/03/2008 20:10:00,,3667.00,1739.00,511.00,292.00,180.00,220.00,146.00,42.00,APPROVED
AZ: PHOENIX,05/04/2008 02:11:00,,3627.00,1721.00,513.00,287.00,178.00,219.00,144.00,40.00,APPROVED
AZ: PHOENIX,05/05/2008 17:28:00,,3835.00,1801.00,520.00,304.00,184.00,224.00,143.00,42.00,APPROVED
AZ: PHOENIX,05/06/2008 01:29:00,,3474.00,1612.00,484.00,272.00,173.00,212.00,139.00,37.00,APPROVED
AZ: PHOENIX,05/12/2008 19:10:00,,3596.00,1700.00,506.00,291.00,179.00,221.00,139.00,41.00,APPROVED
AZ: PHOENIX,05/17/2008 17:15:00,,3743.00,1785.00,521.00,303.00,186.00,223.00,146.00,42.00,APPROVED
AZ: PHOENIX,05/18/2008 15:19:00,,4141.00,2086.00,596.00,373.00,211.00,257.00,163.00,54.00,APPROVED
AZ: PHOENIX,05/20/2008 11:09:00,,3876.00,1873.00,537.00,319.00,186.00,234.00,148.00,45.00,APPROVED
AZ: PHOENIX,05/28/2008 01:54:00,,3564.00,1656.00,490.00,271.00,174.00,207.00,138.00,37.00,APPROVED
AZ: PHOENIX,05/30/2008 16:39:00,,4122.00,2240.00,680.00,380.00,197.00,266.00,145.00,122.00,APPROVED
AZ: PHOENIX,06/04/2008 16:11:00,,4422.00,2547.00,803.00,483.00,232.00,301.00,178.00,139.00,APPROVED
AZ: PHOENIX,06/10/2008 05:53:00,,3966.00,2198.00,675.00,392.00,200.00,265.00,152.00,118.00,APPROVED
