LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
AZ: PHOENIX,01/01/2017 00:44:00,0.00,2936.00,1702.00,500.00,275.00,175.00,211.00,149.00,45.00,APPROVED
AZ: PHOENIX,01/01/2017 01:44:00,0.00,2925.00,1693.00,498.00,269.00,175.00,212.00,142.00,44.00,APPROVED
AZ: PHOENIX,01/01/2017 02:45:00,0.00,2924.00,1693.00,496.00,266.00,174.00,212.00,146.00,44.00,APPROVED
AZ: PHOENIX,01/01/2017 03:45:00,0.00,2929.00,1695.00,498.00,271.00,174.00,211.00,144.00,43.00,APPROVED
AZ: PHOENIX,01/01/2017 04:45:00,0.00,2930.00,1679.00,497.00,272.00,173.00,213.00,146.00,43.00,APPROVED
AZ: PHOENIX,01/01/2017 05:45:00,0.00,2934.00,1713.00,507.00,273.00,176.00,216.00,146.00,45.00,APPROVED
AZ: PHOENIX,01/01/2017 06:46:00,0.00,2976.00,1745.00,511.00,279.00,177.00,215.00,149.00,42.00,APPROVED
AZ: PHOENIX,01/01/2017 07:46:00,0.00,2993.00,1754.00,522.00,280.00,179.00,227.00,149.00,46.00,APPROVED
AZ: PHOENIX,01/01/2017 08:46:00,0.00,3013.00,1764.00,525.00,283.00,182.00,228.00,149.00,46.00,APPROVED
AZ: PHOENIX,01/01/2017 09:46:00,0.00,3018.00,1793.00,531.00,292.00,180.00,229.00,150.00,45.00,APPROVED
AZ: PHOENIX,01/01/2017 10:46:00,0.00,3033.00,1800.00,543.00,294.00,184.00,232.00,151.00,45.00,APPROVED
AZ: PHOENIX,01/01/2017 11:47:00,0.00,3015.00,1782.00,532.00,289.00,180.00,233.00,147.00,43.00,APPROVED
AZ: PHOENIX,01/01/2017 12:47:00,0.00,2977.00,1751.00,524.00,282.00,178.00,226.00,146.00,45.00,APPROVED
AZ: PHOENIX,01/01/2017 13:47:00,0.00,3042.00,1782.00,537.00,285.00,182.00,230.00,150.00,45.00,APPROVED
AZ: PHOENIX,01/01/2017 14:47:00,0.00,3112.00,1845.00,552.00,297.00,185.00,233.00,152.00,46.00,APPROVED
AZ: PHOENIX,01/01/2017 15:48:00,0.00,2964.00,1712.00,516.00,273.00,176.00,221.00,144.00,44.00,APPROVED
