LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
AZ: PHOENIX,01/06/2011 20:41:00,,2912.00,1700.00,514.00,272.00,185.00,210.00,141.00,39.00,APPROVED
AZ: PHOENIX,01/06/2011 21:41:00,,2794.00,1649.00,516.00,277.00,182.00,212.00,140.00,39.00,APPROVED
AZ: PHOENIX,01/06/2011 22:41:00,,2705.00,1613.00,512.00,270.00,182.00,215.00,139.00,40.00,APPROVED
AZ: PHOENIX,01/06/2011 23:41:00,,2691.00,1613.00,513.00,275.00,185.00,216.00,145.00,39.00,APPROVED
AZ: PHOENIX,01/07/2011 00:42:00,,2774.00,1662.00,527.00,286.00,192.00,222.00,145.00,40.00,APPROVED
AZ: PHOENIX,01/07/2011 01:42:00,,2919.00,1749.00,537.00,297.00,192.00,223.00,146.00,40.00,APPROVED
AZ: PHOENIX,01/07/2011 02:42:00,,3102.00,1859.00,548.00,302.00,193.00,228.00,147.00,41.00,APPROVED
AZ: PHOENIX,01/07/2011 03:42:00,,3227.00,1936.00,563.00,313.00,197.00,231.00,147.00,42.00,APPROVED
AZ: PHOENIX,01/07/2011 04:42:00,,3323.00,1993.00,572.00,320.00,200.00,230.00,146.00,40.00,APPROVED
AZ: PHOENIX,01/07/2011 05:43:00,,3409.00,2042.00,584.00,324.00,201.00,236.00,151.00,41.00,APPROVED
AZ: PHOENIX,01/07/2011 06:43:00,,3495.00,2112.00,608.00,337.00,205.00,238.00,149.00,41.00,APPROVED
AZ: PHOENIX,01/07/2011 07:43:00,,3562.00,2171.00,615.00,346.00,208.00,250.00,153.00,44.00,APPROVED
AZ: PHOENIX,01/07/2011 08:43:00,,3641.00,2216.00,630.00,356.00,213.00,253.00,156.00,44.00,APPROVED
AZ: PHOENIX,01/07/2011 09:43:00,,3674.00,2248.00,636.00,362.00,213.00,257.00,156.00,43.00,APPROVED
AZ: PHOENIX,01/07/2011 10:44:00,,3782.00,2313.00,657.00,369.00,219.00,266.00,162.00,45.00,APPROVED
AZ: PHOENIX,01/07/2011 11:44:00,,3871.00,2380.00,669.00,372.00,221.00,272.00,160.00,45.00,APPROVED
AZ: PHOENIX,01/07/2011 12:44:00,,3853.00,2390.00,674.00,382.00,221.00,275.00,158.00,45.00,APPROVED
AZ: PHOENIX,01/07/2011 13:44:00,,3859.00,2373.00,679.00,382.00,223.00,273.00,159.00,47.00,APPROVED
AZ: PHOENIX,01/07/2011 14:44:00,,3824.00,2345.00,664.00,363.00,218.00,267.00,155.00,45.00,APPROVED
AZ: PHOENIX,01/07/2011 15:45:00,,3903.00,2398.00,685.00,375.00,226.00,273.00,160.00,49.00,APPROVED
AZ: PHOENIX,01/07/2011 16:45:00,,3717.00,2339.00,677.00,379.00,224.00,271.00,163.00,46.00,APPROVED
AZ: PHOENIX,01/07/2011 17:45:00,,3370.00,2083.00,625.00,339.00,209.00,251.00,160.00,46.00,APPROVED
AZ: PHOENIX,01/07/2011 18:45:00,,3145.00,1951.00,588.00,328.00,203.00,241.00,152.00,46.00,APPROVED
AZ: PHOENIX,01/07/2011 19:45:00,,3051.00,1916.00,586.00,327.00,204.00,243.00,155.00,46.00,APPROVED
AZ: PHOENIX,01/07/2011 20:46:00,,3003.00,1880.00,579.00,326.00,201.00,239.00,156.00,46.00,APPROVED
AZ: PHOENIX,01/07/2011 21:46:00,,2861.00,1807.00,568.00,318.00,198.00,239.00,156.00,46.00,APPROVED
AZ: PHOENIX,01/07/2011 22:46:00,,3066.00,1925.00,573.00,335.00,199.00,244.00,155.00,50.00,APPROVED
AZ: PHOENIX,01/07/2011 23:46:00,,3323.00,2064.00,589.00,348.00,205.00,256.00,157.00,49.00,APPROVED
AZ: PHOENIX,01/08/2011 00:46:00,,3257.00,2040.00,595.00,344.00,208.00,249.00,158.00,48.00,APPROVED
AZ: PHOENIX,01/08/2011 01:47:00,,3263.00,2038.00,605.00,346.00,209.00,250.00,160.00,48.00,APPROVED
AZ: PHOENIX,01/08/2011 02:47:00,,3288.00,2047.00,606.00,348.00,209.00,246.00,160.00,46.00,APPROVED
AZ: PHOENIX,01/08/2011 03:47:00,,3376.00,2093.00,611.00,348.00,211.00,246.00,160.00,48.00,APPROVED
AZ: PHOENIX,01/08/2011 04:47:00,,3449.00,2154.00,622.00,354.00,209.00,251.00,161.00,46.00,APPROVED
AZ: PHOENIX,01/08/2011 05:48:00,,3525.00,2183.00,629.00,360.00,217.00,257.00,161.00,49.00,APPROVED
AZ: PHOENIX,01/08/2011 06:48:00,,3596.00,2234.00,641.00,364.00,213.00,258.00,161.00,46.00,APPROVED
AZ: PHOENIX,01/08/2011 07:48:00,,3679.00,2286.00,650.00,370.00,220.00,264.00,163.00,46.00,APPROVED
AZ: PHOENIX,01/08/2011 08:48:00,,3719.00,2344.00,668.00,382.00,222.00,268.00,163.00,46.00,APPROVED
AZ: PHOENIX,01/08/2011 09:48:00,,3775.00,2365.00,678.00,386.00,226.00,275.00,165.00,48.00,APPROVED
AZ: PHOENIX,01/08/2011 10:49:00,,3817.00,2393.00,689.00,381.00,223.00,275.00,164.00,49.00,APPROVED
AZ: PHOENIX,01/08/2011 11:49:00,,3912.00,2478.00,698.00,399.00,232.00,280.00,166.00,49.00,APPROVED
