LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
AZ: PHOENIX,01/01/2018 00:35:00,,3282.00,2097.00,582.00,336.00,204.00,252.00,165.00,51.00,APPROVED
AZ: PHOENIX,01/01/2018 01:35:00,,3269.00,2087.00,579.00,328.00,207.00,248.00,161.00,50.00,APPROVED
AZ: PHOENIX,01/01/2018 02:36:00,,3246.00,2091.00,587.00,326.00,204.00,250.00,157.00,50.00,APPROVED
AZ: PHOENIX,01/01/2018 03:36:00,,3257.00,2095.00,593.00,328.00,207.00,258.00,157.00,52.00,APPROVED
AZ: PHOENIX,01/01/2018 05:36:00,,3301.00,2158.00,617.00,341.00,208.00,269.00,158.00,51.00,APPROVED
AZ: PHOENIX,01/01/2018 06:37:00,,3329.00,2203.00,620.00,347.00,216.00,273.00,161.00,52.00,APPROVED
AZ: PHOENIX,01/01/2018 07:37:00,,3362.00,2223.00,627.00,352.00,217.00,271.00,162.00,51.00,APPROVED
AZ: PHOENIX,01/01/2018 08:37:00,,3390.00,2230.00,628.00,355.00,216.00,274.00,162.00,53.00,APPROVED
AZ: PHOENIX,01/01/2018 09:37:00,,3363.00,2210.00,631.00,346.00,215.00,274.00,159.00,52.00,APPROVED
AZ: PHOENIX,01/01/2018 10:38:00,,3363.00,2178.00,615.00,337.00,210.00,263.00,159.00,51.00,APPROVED
AZ: PHOENIX,01/01/2018 11:38:00,,3383.00,2181.00,616.00,340.00,212.00,260.00,161.00,52.00,APPROVED
AZ: PHOENIX,01/01/2018 12:38:00,,3380.00,2174.00,604.00,333.00,210.00,258.00,163.00,52.00,APPROVED
AZ: PHOENIX,01/01/2018 13:38:00,,3356.00,2144.00,607.00,336.00,210.00,253.00,156.00,51.00,APPROVED
AZ: PHOENIX,01/01/2018 14:38:00,,3384.00,2249.00,601.00,367.00,214.00,257.00,172.00,56.00,APPROVED
AZ: PHOENIX,01/01/2018 15:39:00,,3351.00,2165.00,600.00,338.00,209.00,257.00,162.00,51.00,APPROVED
AZ: PHOENIX,01/01/2018 16:39:00,,3310.00,2103.00,600.00,319.00,205.00,253.00,150.00,51.00,APPROVED
AZ: PHOENIX,01/01/2018 17:39:00,,3232.00,2039.00,581.00,311.00,196.00,248.00,145.00,50.00,APPROVED
AZ: PHOENIX,01/01/2018 18:39:00,,3183.00,1984.00,563.00,298.00,196.00,238.00,152.00,48.00,APPROVED
AZ: PHOENIX,01/01/2018 19:40:00,,3157.00,1970.00,553.00,299.00,192.00,232.00,150.00,49.00,APPROVED
AZ: PHOENIX,01/01/2018 20:40:00,,3114.00,1956.00,543.00,301.00,192.00,227.00,152.00,49.00,APPROVED
AZ: PHOENIX,01/01/2018 21:40:00,,3082.00,1924.00,535.00,294.00,190.00,228.00,154.00,47.00,APPROVED
AZ: PHOENIX,01/01/2018 22:40:00,,3071.00,1914.00,530.00,292.00,189.00,222.00,151.00,48.00,APPROVED
AZ: PHOENIX,01/02/2018 00:41:00,,3040.00,1896.00,524.00,290.00,186.00,223.00,151.00,47.00,APPROVED
AZ: PHOENIX,01/02/2018 02:41:00,,3057.00,1885.00,531.00,282.00,187.00,221.00,148.00,47.00,APPROVED
AZ: PHOENIX,01/02/2018 03:41:00,,3087.00,1906.00,535.00,288.00,190.00,227.00,148.00,47.00,APPROVED
AZ: PHOENIX,01/02/2018 04:42:00,,3091.00,1901.00,539.00,284.00,189.00,230.00,142.00,47.00,APPROVED
AZ: PHOENIX,01/02/2018 05:42:00,,3078.00,1893.00,542.00,281.00,190.00,232.00,137.00,45.00,APPROVED
AZ: PHOENIX,01/02/2018 06:42:00,,3114.00,1961.00,542.00,305.00,194.00,233.00,150.00,47.00,APPROVED
AZ: PHOENIX,01/02/2018 07:42:00,,3185.00,2107.00,558.00,334.00,201.00,249.00,162.00,54.00,APPROVED
AZ: PHOENIX,01/02/2018 08:43:00,,3222.00,2144.00,570.00,344.00,202.00,260.00,167.00,57.00,APPROVED
AZ: PHOENIX,01/02/2018 09:43:00,,3274.00,2188.00,578.00,354.00,206.00,265.00,167.00,56.00,APPROVED
AZ: PHOENIX,01/02/2018 10:43:00,,3275.00,2186.00,574.00,358.00,202.00,261.00,163.00,59.00,APPROVED
AZ: PHOENIX,01/02/2018 11:43:00,,3298.00,2164.00,577.00,348.00,207.00,254.00,162.00,56.00,APPROVED
AZ: PHOENIX,01/02/2018 12:43:00,,3279.00,2053.00,574.00,316.00,204.00,242.00,155.00,48.00,APPROVED
AZ: PHOENIX,01/02/2018 13:44:00,,3292.00,2027.00,576.00,304.00,199.00,244.00,146.00,49.00,APPROVED
AZ: PHOENIX,01/02/2018 15:44:00,,3264.00,2033.00,570.00,305.00,202.00,242.00,147.00,49.00,APPROVED
AZ: PHOENIX,01/02/2018 16:44:00,,3251.00,2017.00,577.00,302.00,200.00,243.00,144.00,47.00,APPROVED
AZ: PHOENIX,01/02/2018 18:45:00,,3239.00,1993.00,558.00,303.00,196.00,236.00,150.00,49.00,APPROVED
AZ: PHOENIX,01/02/2018 20:12:00,,3140.00,1906.00,531.00,286.00,189.00,223.00,149.00,45.00,APPROVED
AZ: PHOENIX,01/02/2018 21:13:00,,3098.00,1917.00,526.00,296.00,191.00,227.00,151.00,46.00,APPROVED
AZ: PHOENIX,01/02/2018 23:13:00,,3081.00,1918.00,528.00,298.00,193.00,228.00,152.00,47.00,APPROVED
AZ: PHOENIX,01/03/2018 00:13:00,,3092.00,1914.00,524.00,297.00,190.00,228.00,154.00,45.00,APPROVED
AZ: PHOENIX,01/03/2018 01:14:00,,3071.00,1906.00,531.00,295.00,192.00,228.00,152.00,45.00,APPROVED
